path,sentence
wav/griots-r12-2-Tx@R-ML-J-4-bb-570.57-571.81.wav,K'E FA KA NA CƐ ƝININ
wav/griots-r12-2-Tx@R-ML-J-4-bb-574.082-576.01.wav,K'I BƐ BILA CƐW ƝƐ K'U SELI
wav/griots-r12-2-Tx@R-ML-J-4-bb-581.6-583.21.wav,E BILALA CƐW ƝƐ I Y'U SELI
wav/griots-r12-2-Tx@R-ML-J-4-bb-583.51-586.51.wav,YANI SELIFANA CƐ ALA YE BANKONI DI E FA MA E KOSƆN
wav/griots-r12-2-Tx@R-ML-J-4-bb-592.783-593.81.wav,DUGU FILANAN
wav/griots-r12-2-Tx@R-ML-J-4-bb-594.014-595.04.wav,O YE WOYITALA YE
wav/griots-r12-2-Tx@R-ML-J-4-bb-595.611-597.1.wav,WOYITALA KƐLƐ GƐLƐYARA
wav/griots-r12-2-Tx@R-ML-J-4-bb-597.327-598.31.wav,I FA BOLO
wav/griots-r12-2-Tx@R-ML-J-4-bb-598.458-600.41.wav,E FA YE SELIJI TA K'A ƝININ ALA FƐ
wav/griots-r12-2-Tx@R-ML-J-4-bb-600.584-602.21.wav,K'ALA KA WOYITALA DI A MA
wav/griots-r12-2-Tx@R-ML-J-4-bb-602.81-606.81.wav,ALA KO A TƐ WOYITALA DI A MA KO F'A KA CƐ DE ƝININ SELIJI BƐ CƐ MINNA
wav/griots-r12-2-Tx@R-ML-J-4-bb-610.644-612.91.wav,AMADU O DON E Y'I FA JAABI
wav/griots-r12-2-Tx@R-ML-J-4-bb-613.173-614.61.wav,KO I FA KA NA CƐ ƝININ
wav/griots-r12-2-Tx@R-ML-J-4-bb-614.784-616.91.wav,K'A KA TO YEN K'E BƐ BILA CƐW ƝƐ K'U SELI
wav/griots-r12-2-Tx@R-ML-J-4-bb-617.19-620.51.wav,YANI LAGANSARA CƐ ALA YE WOYITALA D'I FA MA E KOSƆN
wav/griots-r12-2-Tx@R-ML-J-4-bb-62.28-63.81.wav,U TILARA TUGUNNI KO YANI N KA BƆ
wav/griots-r12-2-Tx@R-ML-J-4-bb-63.91-67.81.wav,AN BƐ TAGA N SARA FUTA KƐLƐKUNTIGI LA N'O YE SEKO AMADU YE LANG JURUBƐ
wav/griots-r12-2-Tx@R-ML-J-4-bb-71.71-73.11.wav,BULON WOLONFILA FALEN DON
wav/griots-r12-2-Tx@R-ML-J-4-bb-78.91-80.01.wav,AA O YƆRƆ BƐƐ
wav/griots-r12-2-Tx@R-ML-J-4-bb-80.387-81.41.wav,KAANABALAJIGI
wav/griots-r12-2-Tx@R-ML-J-4-bb-81.76-86.31.wav,A DONNA BULON WOLONFILA CƐW GIRIN NA K'U B'A MINƐ A KO ANHAN AW TƐ NE DƆN
wav/griots-r12-2-Tx@R-ML-J-4-bb-87.372-88.91.wav,JƆN DE YE FUTA KƐLƐKUNTIGI YE
wav/griots-r12-2-Tx@R-ML-J-4-bb-9.17-10.81.wav,A KO ANHAN NE YE DUNAN YE
wav/griots-r12-2-Tx@R-ML-J-4-bb-90.199-91.31.wav,JƆN YE AMADU YE
wav/griots-r12-2-Tx@R-ML-J-4-bb-92.0-93.01.wav,LANG JURUBƐ
wav/griots-r12-2-Tx@R-ML-J-4-bb-94.681-95.81.wav,AMADU Y'I SIGILEN TO
wav/griots-r12-2-Tx@R-ML-J-4-bb-97.51-98.71.wav,SANU KƆLƆSI B'A BOLO
wav/griots-r13-2-Tx@R-ML-J-4-004bb-1.31-2.31.wav,N BƐ BƆ YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-102.216-104.31.wav,SAN SEEGIN KƆNƆ BANA NANA N MINƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-105.365-106.9.wav,KA KUDUBA BƆ N SEN NA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-107.227-109.41.wav,U NANA K'U BƐ NSEN TIGƐ N BA KO NSEN TƐ TIGƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-109.698-111.41.wav,U Y'A FURAKƐ K'A BAN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-11.8-14.81.wav,U NANA JƆKALA KƆNƆ MORIYA SEN NE FƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-111.899-112.91.wav,N SƆRƆL'O LA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-113.869-117.51.wav,KA FARA N FA KAN KA KƐ JAGO JAGO L'A FƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-118.11-119.21.wav,N BƐ JAGO KƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-121.718-122.718.wav,A BƐ JƐGƐ SAN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-123.191-126.01.wav,N'A YE JƐGƐ SAN A BƐ ND'A KAN O Y'A SƆRƆ DENMISƐNYA BƐ N'NA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-126.76-128.61.wav,N BƐ TAA FEERE GANA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-128.91-130.71.wav,O Y'A SƆRƆ GANA TƆGƆ KO GOLD COST
wav/griots-r13-2-Tx@R-ML-J-4-004bb-131.425-132.81.wav,GOLD COST KƆRƆ YE MUN YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-133.41-136.01.wav,SANU BƐ BƆ DUGU MIN NA O YE GOLD COST YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-136.407-138.71.wav,MƐ A ANGILƐ KAN YE GOLD COST
wav/griots-r13-2-Tx@R-ML-J-4-004bb-139.454-143.0.wav,N BƐ BƆ YE NI N YE JƐGƐ FEERE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-143.37-147.71.wav,N BƐ WARI DON JƆ LA KA NA NI JƆ YE N FA B'A DI MOSOW MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-15.7-17.5.wav,K'A KƐ Ɛ U KA BORIW YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-151.91-153.01.wav,N'AN Y'A D'U MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-153.9-155.21.wav,U B'A SAN COGODI
wav/griots-r13-2-Tx@R-ML-J-4-004bb-156.285-159.5.wav,U BƐ TAA N'A YE KA JƐGƐ MINƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-159.806-160.806.wav,NI JƐGƐ MINANA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-161.73-164.31.wav,U MANA JƐGƐ MIN SƆRƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-164.6-166.5.wav,U BƐ N'O D'AN MA A SARA YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-166.876-169.11.wav,AN FANA MANA JƐGƐ FEERE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-169.404-170.71.wav,AN B'A DON BALO LA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-171.0-173.1.wav,KA TAA DI BOSOW MA SARA T'A N'U CƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-174.262-177.01.wav,NE YE N KA DENMISƐNYA K'O KƆNƆ KA MƆ O KƆNƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-177.698-179.11.wav,AN MA KAN FILA DƆN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-180.01-183.51.wav,N'NA MƆƆNA DANBE KƆNƆ ADAMADENYA KƆNƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-184.41-185.51.wav,N'I FA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-186.383-188.31.wav,I KƆRƆKƐ KO DAN YAN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-188.51-190.51.wav,I BƐ DAN YEN I TƐ TƐMƐ O KAN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-191.31-194.91.wav,N'I BA I FA YE MUSO FILANAN MIN FURU
wav/griots-r13-2-Tx@R-ML-J-4-004bb-195.003-198.6.wav,I B'A TA K'I D'O DE MA I TƐ BA WƐRƐ DƆN I YƐRƐ LA FƆ O
wav/griots-r13-2-Tx@R-ML-J-4-004bb-202.41-203.41.wav,MƐ BI MƆƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-204.307-206.71.wav,A TIƝƐ NA PARISEKE BƐƐ KO NE TA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-207.21-208.242.wav,NE YƐRƐ KELEN TA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-208.71-209.71.wav,AN MA LAMƆƆ O KƆNƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-21.719-23.81.wav,AW YE NIN SARAKA IN BƆ AW YE NIN BƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-210.057-212.51.wav,AN LAMƆƆRA DANBE DE KƆNƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-212.909-217.41.wav,I MANA DI MƆGƆ MIN MA O DE Y'I FA YE O Y'I BA YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-218.399-222.31.wav,AN LAMƆƆNA O DE KƆNƆ KA MUSO FURU O KƆNƆ KA DEN SƆRƆ O KƆNƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-223.511-226.51.wav,O LADA A MA TIƝƐ A TANA MA TIƝƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-230.91-232.51.wav,NE YƐRƐ KA ADAMADENYA JUJƆN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-234.8-236.91.wav,N YE KASARA CAMAN SƆRƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-238.51-239.51.wav,U NANA FƆ N BA YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-239.95-243.91.wav,KO A KA N'A TO N KA BƆ N KELEN NA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-244.51-247.41.wav,N'OTƐ N BƐ TO KASARA LA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-248.31-249.41.wav,NE KO NBA MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-25.616-26.616.wav,ANW SIGIRA TEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-250.4-251.4.wav,BILA ALA KƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-253.021-254.021.wav,NE KƆRƆKƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-257.51-259.11.wav,Ɔ NE BƐ K'I JIGI YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-259.31-263.01.wav,KA N ƝƐNAMA TO I TƐ KƆNGƆ I TƐ MALO
wav/griots-r13-2-Tx@R-ML-J-4-004bb-264.51-266.81.wav,N YE NBA TA FO KA TA'A SE A KA SAYA MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-267.2-269.51.wav,KA NFA FANA TA FO KA TA'A SE A KA SAYA MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-27.199-28.21.wav,U NANA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-270.662-271.76.wav,NE YƐRƐ BƐ YƆRƆ MIN NA BI
wav/griots-r13-2-Tx@R-ML-J-4-004bb-272.47-275.2.wav,ƝINAN YE NA SAN BIWƆƆRƆ ANI SAN KƆNƆNTƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-276.21-277.37.wav,N BƐ BARIKA DA ALA YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-277.91-279.81.wav,N'BƐ BARIKA DA N BƆ KOLO MƆGƆW YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-284.778-287.01.wav,N B'AW FO K'AW BARIKA DA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-288.71-289.71.wav,N BAW FO
wav/griots-r13-2-Tx@R-ML-J-4-004bb-29.475-31.01.wav,AN BƆ U KƐRƐFƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-290.9-292.0.wav,DANTƐ FOLI MIN NA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-292.91-294.01.wav,AN BƐ KƐNƐ MIN KAN NIN YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-295.024-296.71.wav,AN BƐ KODƆN KƐNƐ DE KAN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-297.21-298.312.wav,N'I KO KODƆN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-298.804-300.61.wav,I KO SABATI
wav/griots-r13-2-Tx@R-ML-J-4-004bb-3.36-4.36.wav,N BƐ DON
wav/griots-r13-2-Tx@R-ML-J-4-004bb-306.215-308.62.wav,I BƐ MIN FANA DƆN KA DƆ FARA I KA DƆNINYA KAN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-309.1-311.51.wav,O DE YE KODƆN YE O YE ADAMADENYA YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-31.381-34.31.wav,K'A FƆ K'AN KA T'AN SIGI DUGU WƐRƐ LA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-312.61-313.71.wav,NI N BƆRA YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-314.71-316.97.wav,N BƐ DON Ɛ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-318.11-319.212.wav,Ɛ MƐƐNA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-319.769-323.21.wav,MƐƐNA YE MIƝƐNKA NI JƆKA CƐ YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-323.587-326.31.wav,OLU OLU YE KONATƐW
wav/griots-r13-2-Tx@R-ML-J-4-004bb-327.51-328.91.wav,ANI WULALƐW
wav/griots-r13-2-Tx@R-ML-J-4-004bb-335.51-337.31.wav,OLU BƐ Ɛ NUMUNYA KƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-338.71-339.51.wav,K'A D'U MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-34.51-35.91.wav,U KƐRƐƐ N'OYE SOKALA YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-340.1-344.51.wav,BON MORIW OLU BƐ MORIYA KƐ KASARA MINNU BƐ NA U B'O FƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-345.137-348.31.wav,AW YE NIN SARAKA BƆ AW YE NIN BƆ AW YE NIN BƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-348.61-349.51.wav,U B'O BƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-350.81-352.21.wav,U BƐ KISI KASARA MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-353.997-354.91.wav,N'I N BƆRA YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-356.11-356.81.wav,NBƐ NA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-36.61-38.41.wav,O SOKALA O TƆGƆ YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-360.6-362.0.wav,N'NANA SE BOZOLA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-362.719-364.01.wav,KA N KA DENMISƐNNINYA KƐ YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-364.31-365.31.wav,KA ƐKƆLI KƐ YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-366.11-366.81.wav,KA BƆ YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-368.61-373.51.wav,KA NA SIGI KOMINI WƆƆRƆNAN NA N'O YE SIGIDA WƆƆRƆNAN YE SOGONIKƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-374.0-375.01.wav,N NANA YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-376.486-383.61.wav,SAN BAKELEN ANI SAN KƐMƐ KƆNƆNTƆ ANI SAN BI WƆƆRƆ ANI NAANI
wav/griots-r13-2-Tx@R-ML-J-4-004bb-384.89-388.71.wav,N NANA N SIGI YEN N NI NFA NAN'AN SIGI YEN K'AN KA ADAMADENYA BƐƐ KƐ YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-391.71-394.61.wav,N NANA B'O LA N YE TUNGA MINƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-395.71-396.91.wav,N YE TUNGA MINƐ MINKƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-398.111-401.41.wav,N YE DUGU TAN ANI DUURU KƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-40.272-41.71.wav,ƝƆNIMA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-402.619-403.619.wav,N KA DUGU FƆLƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-404.86-406.81.wav,O KƐRA Ɛ SƐNƐGALI
wav/griots-r13-2-Tx@R-ML-J-4-004bb-408.31-409.41.wav,N'I KO SƐNƐGALI
wav/griots-r13-2-Tx@R-ML-J-4-004bb-410.817-412.3.wav,TUBABW SERA YEN TUMA MINNA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-412.938-416.31.wav,U NANA FƆ Ɛ SƐNƐGALI SIGIBAGAW YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-419.71-421.81.wav,MƐ OLU FƐ YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-42.41-43.51.wav,AN TAARA SIGI
wav/griots-r13-2-Tx@R-ML-J-4-004bb-422.61-424.91.wav,BA BƐ TIGƐ NI KURUN MIN YE O DE TƆGƆ KO SEEGALI
wav/griots-r13-2-Tx@R-ML-J-4-004bb-425.66-428.01.wav,MƐ U Y'A YƐLƐMA K'A KƐ SƐNƐGALIƐN YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-429.51-432.61.wav,N'OTƐ SEEGALI DE DON WƆLƆFƆKAN DE DON
wav/griots-r13-2-Tx@R-ML-J-4-004bb-433.701-435.81.wav,ƐƐ WƆLƆFƆ BOSOW DE KA KAN DON
wav/griots-r13-2-Tx@R-ML-J-4-004bb-436.2-439.61.wav,Ɔ N TAARA SƐNƐGALI KA N TO YEN KA TAA GANBI
wav/griots-r13-2-Tx@R-ML-J-4-004bb-44.086-46.72.wav,O NI Ɛ ƝAMANA CƐ TƐ TƐMƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-440.61-441.71.wav,N BƆRA GANBI
wav/griots-r13-2-Tx@R-ML-J-4-004bb-444.81-447.41.wav,KA WARI ƝININ YEN KA WARI SƆRƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-447.8-450.2.wav,KANA N NANA KA N'A DI NFA MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-450.71-453.0.wav,NFA NANA KƆRƆ K'A DƐSƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-454.11-455.0.wav,A TOR'O LA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-455.932-458.81.wav,A KO BƆN A SISAN NE KƆNIN SE TƐ NE YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-460.026-461.41.wav,NE KƆNIN KA KO BƐƐ DULONNI B'I LA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-461.422-466.51.wav,N KO AA TANT QUE NE BALOLEN KƆNI BƐ YAN I TƐ KƆNGƆ I TƐ MINƆGƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-467.9-469.7.wav,NBA YE MƆGƆKUNBA SABA YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-471.246-475.61.wav,MARAKA MUSO FILA ANI FULA MUSO KELEN NE YƐRƐ BƆRA MIN NA O YE FULA YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-48.26-49.51.wav,KULO DUURU KAN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-480.373-481.61.wav,O YE ƝƆRƆ KA YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-482.057-485.31.wav,JAWARA DON TONTIGIW DON KƐLƐKUNW DON
wav/griots-r13-2-Tx@R-ML-J-4-004bb-486.11-487.01.wav,MIN DAR'O KAN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-487.5-488.61.wav,O YE TUNKARA YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-488.91-490.01.wav,O BƆRA GUNBO
wav/griots-r13-2-Tx@R-ML-J-4-004bb-491.0-494.81.wav,GUMBO WAGADUGU DUGU ƝƐNAMA DON
wav/griots-r13-2-Tx@R-ML-J-4-004bb-496.417-497.417.wav,MARAKAW DE BƐ YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-498.78-499.81.wav,NI N BƆRA YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-501.316-502.01.wav,N BƐ NA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-503.31-504.01.wav,BAMAKƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-505.01-506.01.wav,KA DIƝƐ MINƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-506.897-508.4.wav,N WARA BURUKINA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-508.61-509.8.wav,Ɛ ƆTIWƆLITA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-510.27-513.2.wav,O Y'A SƆRƆ A BƐ FƆ KO ƆTI WƆLITA KA NA BAARA KƐ YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-514.11-517.11.wav,KA FƐN SƆRƆ KA SEGIN KA N'A DI NFA MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-517.51-519.11.wav,N NAN'O LA KA DON JƆBA KƆNƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-520.113-522.11.wav,N YE GALAMA SƐNƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-524.645-528.31.wav,N'I A SERA N B'A TA N BƐ TAA MOTI
wav/griots-r13-2-Tx@R-ML-J-4-004bb-528.71-529.61.wav,N BƐ TA'A FEERE YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-53.61-56.61.wav,KO MANA KAMI COGO WO COGO U B'A F'AN YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-530.219-532.41.wav,KA SEGIN N B'A WARI DON JƐGƐ LA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-533.008-535.01.wav,NI N NANA NI JƐGƐ YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-535.347-538.55.wav,N BƐ DON BAMANAN DUGUW LA N B'A FEERE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-540.21-542.62.wav,Ɛ JƆKA MA ANI MIƝANKA MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-544.069-547.6.wav,MIƝANKAW B'A SAN KA TAA CIKƐ YƆRƆ LA DƆGƆDUGUW LA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-548.21-549.31.wav,DƆGƆDUGU YE MUN YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-552.532-554.31.wav,Ɛ AW BƐƐ BƐ ƝƆGƆN SƆRƆ YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-554.81-556.41.wav,MIN BƐ NA SANNI KƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-556.826-559.11.wav,O BƐ KWA SAN O BƐ JƐGƐ SAN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-559.359-560.91.wav,BON A BƐ FƆ KO GWATIGIKƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-561.183-562.91.wav,GWATIGIKƐ DE BƐ N'O SAN MUSO TƐ TA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-563.413-565.21.wav,A MANA O FARA ƝƆGƆN KAN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-565.51-568.11.wav,A BƐ N'O DI GWATIGI MUSO MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-568.421-570.71.wav,NI TOBILI BƐ MIN NA O BƐ TA K'A D'O MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-57.01-60.11.wav,AN SEKO YE MIN YE SARAKA MIN BƐ BƆ AN B'O F'U YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-572.792-574.51.wav,DUMUNI BE KƐ FOROBA DUMUNI DE YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-575.01-575.81.wav,AW BƐ SIGI
wav/griots-r13-2-Tx@R-ML-J-4-004bb-577.494-578.61.wav,NI GWATIGI NANA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-579.31-582.31.wav,KAMALENKUN YE MINNU YE A BƐ OLU TA BƆ A DAN MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-582.606-583.606.wav,OLU BƐ O DUN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-583.81-584.61.wav,CƐKƆRƆBAW YƐRƐ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-585.1-586.6.wav,OLU B'I SIGI K'U TA DUN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-587.167-588.61.wav,MINNU YE MUSOKƆRƆBAW YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-589.01-591.21.wav,MUSOKƆRƆBAW BƐ U TA DUN U DAN MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-595.4-596.4.wav,OLU B'U TA DUN I DAN MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-596.43-598.7.wav,DENMISƐNNI FITINIW OLU B'U TA DUN U DAN MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-599.122-602.0.wav,NE MƆƆNA O DE KƆNƆ KA WOLO O KƆNƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-6.1-7.12.wav,SURAKALA KƆNƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-60.51-61.41.wav,U B'O SARAKA BƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-63.7-64.7.wav,N'AN BƆRA YEN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-66.581-69.21.wav,N BƐ NA KUMA N YƐRƐ KA ADAMADENYA KAN
wav/griots-r13-2-Tx@R-ML-J-4-004bb-7.976-11.1.wav,NE YƐRƐ FA A BANGERA TUNBUTU
wav/griots-r13-2-Tx@R-ML-J-4-004bb-71.501-74.71.wav,NE BA YE DENKƐ CƐ WƆƆRƆ SƆRƆ
wav/griots-r13-2-Tx@R-ML-J-4-004bb-77.369-79.7.wav,MIN DARA NE KAN O BALOLA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-80.1-81.1.wav,WƆ NE FA KO 
wav/griots-r13-2-Tx@R-ML-J-4-004bb-81.41-82.01.wav,DONC
wav/griots-r13-2-Tx@R-ML-J-4-004bb-82.41-84.51.wav,A BƐ NE TA KA TAA NI NE YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-85.258-88.11.wav,A TAA N DI Ɛ TƐNƐN A BALIMA MUSO MA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-88.31-90.51.wav,NE LAMƆNA N'TƐNƐN MUSO BOLO
wav/griots-r13-2-Tx@R-ML-J-4-004bb-90.91-93.8.wav,N NANA SE ƐKƆLI LA DON YE
wav/griots-r13-2-Tx@R-ML-J-4-004bb-94.13-97.41.wav,A YE N TAA KA NA N DON ƐKƆLI LA Ɛ BOZOLA
wav/griots-r13-2-Tx@R-ML-J-4-004bb-98.137-101.32.wav,N YE ƐKƆLI KƐ FO KA SE SAN SEEGIN MA
wav/griots-r13-6-Tx@RBMJ4-101.186-101.636.wav,EEE
wav/griots-r13-6-Tx@RBMJ4-103.115-103.97.wav,FARABAN B'O LA
wav/griots-r13-6-Tx@RBMJ4-105.147-107.904.wav,A BƐƐ DUNBUYA ƝAMAKALAW TƐ
wav/griots-r13-6-Tx@RBMJ4-108.656-111.903.wav,MƐ YƆRƆ DƆW LA DUNBIYA YE ƝAMAKALA YE
wav/griots-r13-6-Tx@RBMJ4-11.139-13.02.wav,ANW MARALA YAN O DE YE MARAKA YE
wav/griots-r13-6-Tx@RBMJ4-112.174-114.264.wav,MƐ YƆRƆ DƆW LA ƝAMAKA TƐ
wav/griots-r13-6-Tx@RBMJ4-114.553-119.565.wav,N'I TAARA MANINKA N'I KO KURUMA ƐƐ LAGINƐ KURUMA YE DUNBUYA DE YE
